"Google Documents","理財幫手AndroMoney","20260518"
"Id","幣別","金額","分類","子分類","日期","付款(轉出)","收款(轉入)","備註","Periodic","專案","商家(公司)","uid","時間"
"6696","TWD","85","餐飲食品","飲料","20260111","台新信用卡","","老宅豆花：紅豆燒仙草加十元運費","","","","0711bd8d1086408fb1f3fac57487c303","1434"
"6695","TWD","50000","理財投資","股票","20260111","玉山活存","","006208+VOO國泰定期定額40000，先轉預備金","","","","cfd0ffdb36734053a33835be2cbb175e","1433"
"6705","TWD","46","餐飲食品","飲料","20260112","台新信用卡","","瑞穗鮮乳-低溫殺菌鮮乳，低脂牛奶（分弟喝","","","","602993f0b0ae45d9aea1588ed4a762ab","1904"
"6704","TWD","1000","3C通訊","手機","20260112","常皮","","更換小米9電池（感謝國中同學減300","","","","d853cd75a56344e48bb4b1827b69b74a","1902"
"6703","TWD","2000","轉帳","一般轉帳","20260112","台新銀行","常皮","","","","","acd5091e64f24115963f6e4db9ae6942","1901"
"6702","TWD","190","帳目整理","帳目整理","20260112","","常皮","","","","","2acd176c3dce40c8a9b1e14696f62409","1657"
"6701","TWD","505","休閒娛樂","旅行遊玩","20260112","台新信用卡","","觀霧山莊3/14-15背包客房訂金","","","","74a1bbda90874abb9b721fe5c7189f42","1557"
"6700","TWD","205","餐飲食品","午餐","20260112","常皮","","波奇波奇：自選夏威夷飯（雞肉，豆腐，糙米生菜各半，鳳梨，番茄，黃瓜，毛豆，甜椒，黎麥，紫高麗菜，南瓜子）","","","","d7aa67dc811d4d899845bbf00d0bb486","1309"
"6712","TWD","220","帳目整理","帳目整理","20260113","","常皮","","","","","7226c1f1aeda42b2a963f987f2b03bd6","1937"
"6711","TWD","150","餐飲食品","晚餐","20260113","常皮","","期食語：炸豆皮餐盒加菜","","","","06cc5f69a5dd452cb6ae9f0cc9c25a98","1936"
"6710","TWD","74","餐飲食品","飲料","20260113","台新信用卡","","低脂牛奶400，290，230各一（分弟喝","","","","57de51230f1845628e0ff25c0e550476","1920"
"6709","TWD","170","餐飲食品","午餐","20260113","常皮","","完顏南洋料理：叻沙麵，加雞肉","","","","3931d6c8d4d84ae58804019c8c351f66","1215"
"6708","TWD","1335","一般收入","其他","20260113","","台新信用卡","點數回饋抵帳單","","","","05ccf845da394fa6825d31549ffcd03c","851"
"6707","TWD","1109","投資收入","定存","20260113","","台新定存","","","","","0410e4ecf33047f6af5e420a9a891ff4","851"
"6706","TWD","1600","投資收入","其他","20260113","","常皮","心純給雙11節幫忙處理庫存獎金，現在才算入帳戶","","","","f82bdc2b746747bbb21fc29e9b049851","810"
"6715","TWD","450","服飾美容","剪髮理容","20260114","常皮","","剪加洗","","","東南理髮店","bfbdd8df7eb94635a50fdc4787c0d572","1317"
"6718","TWD","62","餐飲食品","飲料","20260115","台新信用卡","","低脂牛奶290（分弟喝，230兩瓶","","","","6ae1bd129c934f33ae7808b21d851d86","1854"
"6717","TWD","193","汽機車","油錢","20260115","台新信用卡","","","","","","d1e501319a07440282c1726d5b941b42","1814"
"6716","TWD","445","餐飲食品","晚餐","20260115","常皮","","滷牛肋丼飯，黃金泡菜，炸蝦天婦羅","","","樂客（新竹鐵道路","b2f6100998834c5b9e3554f0b8466f68","1813"
"6714","TWD","240","帳目整理","帳目整理","20260115","","常皮","","","","","f00c4efb044b4d9bb74a6c2125a89f8b","1317"
"6713","TWD","390","餐飲食品","午餐","20260115","常皮","","黃悶雞米飯：黃悶牛三寶加豆皮金針菇","","","","e63c7fb14e79421a95545df0af7ff2cf","1219"
"6722","TWD","80000","轉帳","一般轉帳","20260116","玉山活存","玉山定存","","","","","4163cd92b8924a60bf95ce372483e73e","1429"
"6721","TWD","3250","3C通訊","電腦商品","20260116","台新信用卡","","gemini 12月打58折，因為學生版帳號只有到9月中","","","","04a89654cc58430880a38e42de6df5aa","1344"
"6720","TWD","240","帳目整理","帳目整理","20260116","","常皮","","","","","f5e55ee2432a4c33a69e89505860dacb","1343"
"6719","TWD","135","餐飲食品","午餐","20260116","常皮","","鴨肉麵，炒空心菜","","","","9c9e830f14c24051ba23d2f913ea6016","1341"
"6725","TWD","205","餐飲食品","午餐","20260119","常皮","","波奇波奇：自選夏威夷飯（雞肉，豆腐，糙米生菜各半，鳳梨，番茄，黃瓜，毛豆，甜椒，黎麥，紫高麗菜，南瓜子）","","","","50d9b64ce9544a7795b85e00bf628f6d","906"
"6726","TWD","260","餐飲食品","午餐","20260120","常皮","","蛋包飯大，台式泡菜","","","","6dedaf8103db45729e4f88809d1038e2","1231"
"6724","TWD","1856","理財投資","保險","20260120","玉山信用卡","","南山1／2終生意外險加實支實付醫療險12期","5|20250820|20260420|null|2|1","","","77b3a54b6652467eac19070edcda38f9_20260120",""
"6723","TWD","1856","轉帳","一般轉帳","20260120","玉山活存","玉山信用卡","","6|20250820|20260420|null|2|1","","","96291ed6d53345cd8a254ce3a2b07f5f_20260120",""
"6730","TWD","1040","汽機車","保險與稅捐","20260121","玉山活存","","機車強制險兩年份","","","","cb0a3b9771294fd1802a0ecb4b5e08d4","2159"
"6729","TWD","14001","人情交際","孝養父母","20260121","玉山活存","","13000二月飯錢+184番茄雞肉麵+38炸白魚+鰻魚190+1／8台積股息150+巧克力439","","","","4061f8566e2b45c7ba942c123227998f","2157"
"6728","TWD","234","帳目整理","帳目整理","20260121","","常皮","","","","","5d29cda85456496b9106b81d4310a1ad","1743"
"6727","TWD","1099","居家生活","網路費","20260121","台新銀行","","500G寬頻","7|20250121|20260421|null|2|1","","","abef87863d194a2e9ea3f1643b5f4b15_20260121",""
"6732","TWD","8054","轉帳","一般轉帳","20260122","台新銀行","台新信用卡","","","","","97339685242548baba8f280df0454bdc","1654"
"6731","TWD","325","餐飲食品","午餐","20260122","常皮","","馬來老爹：三峇牛肉炒粿條，肉骨茶湯","","","","169a746ec17e4f65b4ed044666e46248","1230"
"6736","TWD","650","餐飲食品","晚餐","20260123","台新信用卡","","好市多壽司郎","","","","47d85419545441e888df75d5c9b5da21","2145"
"6735","TWD","281","帳目整理","帳目整理","20260123","","常皮","","","","","b370e6c6166a4293bf5fbc69c6814ffb","1337"
"6734","TWD","140","餐飲食品","午餐","20260123","常皮","","燒肉法國麵包","","","","e5e6f757e4834dfd9e07e3288d9c67dd","1337"
"6733","TWD","998","3C通訊","電話費","20260123","台新信用卡","","","8|20250523|20260323|null|2|2","","","49f6368abfd84c2493cb87d0d0d55567_20260123",""
"6739","TWD","140","費用","代墊","20260124","台新信用卡","","威士忌（搭巧克力做醬汁","","","","fcb144e9d3b6498ba3b03e4781c3326a","1803"
"6738","TWD","50","餐飲食品","飲料","20260124","台新信用卡","","AB無加糖優酪乳PE930ml7折（分大家","","","","155fe315d92148f2aedd95587c6b2388","1802"
"6737","TWD","295","費用","代墊","20260124","常皮","","18小籠包，2蛋餅3豆漿","","","","8dc32035d1ab4f0ab5008eab5e51b788","1802"
"6742","TWD","84","費用","帳目整理","20260126","常皮","","","","","","4264809a2b014598afba816635592ce0","1611"
"6741","TWD","200","居家生活","居家雜物","20260126","常皮","","寶齡抗屑洗髮精","","","","000f9e556de64e8d95a8ab84aa3bc773","1610"
"6740","TWD","205","餐飲食品","午餐","20260126","常皮","","波奇波奇：自選夏威夷飯（雞肉，豆腐，糙米生菜各半，鳳梨，番茄，黃瓜，毛豆，甜椒，黎麥，紫高麗菜，南瓜子）","","","","3b1d6f651cd547cd8f621c5923e0449a","1610"
"6743","TWD","147","餐飲食品","午餐","20260127","常皮","","升一排骨建功店：椒麻雞飯","","","","3a3abffe16084076ba0abf16f9f89237","1312"
"6747","TWD","40","一般收入","錯誤","20260128","","常皮","拿自己房間40元零錢找給爸","","","","ba45ee58e8ee425db90058668a2b8729","1934"
"6746","TWD","160","一般收入","收取還款","20260128","","常皮","爸給的","","","","c509eb042f314dc3a5b8156f58538fdb","1934"
"6745","TWD","320","費用","代墊","20260128","台新信用卡","","田光 Ciao!義式廚房：紅醬雞肉義大利麵（幫爸跟弟帶","","","","86fc2fd8e3814dceb4cda1a150acc9a3","1846"
"6744","TWD","190","餐飲食品","晚餐","20260128","台新信用卡","","田光 Ciao!義式廚房：紅醬雞肉義大利麵（加肉","","","","d90b3ecba7cf49cd81d5a1aa07cb258f","1843"
"6748","TWD","230","餐飲食品","午餐","20260129","常皮","","吳家鴨香飯：鴨香炒飯、菜脯蛋、炒空心菜","","","","c93a862f6a154dc2b47a3df01c0748d4","1246"
"6750","TWD","1353","人情交際","和弟吃飯","20260130","台新信用卡","","​品項明細，請弟吃飯，因為他尾牙沒有抽到獎 \n | 品名 (數量) | 小計 | \n | :--- | :--- | \n | 魚鮮丼(六片) - 50點兌換 (1) | $0 | \n | 軟殼蟹壽司(四顆) - 不Q比醬 (1) | $190 | \n | 雞肉唐揚(雞腿肉) - 150元點數兌換 (1) | $0 | \n | 綜合握壽司(五貫) (1) | $290 | \n | 紅甘下巴(中) (1) | $290 | \n | 魚鮮丼(六片) (1) | $460 | \n | 土瓶蒸(限量) - 130元點數兌換 (1) | $0 | \n | 服務費 (1) | $123 | \n ​總計：$1353","","","","b79f58dceb094442bc555b934cc46b11","1252"
"6749","TWD","240","餐飲食品","午餐","20260130","常皮","","大無敵烤肉飯：烤雞菲力飯，加30元燒肉，炸魚排","","","","ab60d81be8274c3da322abedba6b2068","1555"
"6751","TWD","205","餐飲食品","午餐","20260202","常皮","","波奇波奇：自選夏威夷飯（雞肉，豆腐，糙米生菜各半，鳳梨，番茄，黃瓜，毛豆，甜椒，黎麥，紫高麗菜，南瓜子）","","","","c14cd544df2d46ddafb9ea1824e69b78","1610"
"6753","TWD","384","帳目整理","帳目整理","20260203","","常皮","","","","","50c2f67be97b44448a9ec523b98edf83","1313"
"6752","TWD","135","餐飲食品","午餐","20260203","常皮","","東家便當，椒麻雞","","","","5fa7b74b39a142e69ef82dc0e915e7f7","1308"
"6755","TWD","64","休閒娛樂","電玩","20260204","台新信用卡","","deviant art訂閱","","","","07a0116aef304b63b2a28f223a31c272","2123"
"6754","TWD","118","餐飲食品","午餐","20260204","台新信用卡","","紐澳良烤雞三明治，高纖豆漿，ab無糖優酪乳","","","","1f275c762c4c4241aeb6acd3dcc78af8","1401"
"6769","TWD","7","費用","錯誤","20260205","台新信用卡","","108負值減101紅利點數","","","","7406fe5d17d6418ead933439973e2c14","1413"
"6758","TWD","13420","人情交際","孝養父母","20260205","玉山活存","","13，000過年加菜+維修材料（壁虎，燈具開關，電鈴）我出200−威士忌140元公帳−小籠包295元+修電鈴1000／3，出350+狀元雞340−2/5麵包35=13420","","","","738d5d6fa2c34b31b3867394d618e839","2122"
"6757","TWD","94359","一般收入","公司薪資","20260205","","玉山活存","","","","","6f2e4b64b9c54096ade9204ad7c4a6fe","1938"
"6756","TWD","255","餐飲食品","午餐","20260205","常皮","","大無敵烤肉飯：烤排骨飯，加30元燒肉，烤魷魚","","","","ace70cd6c5964b91a61b455b09ed9895","1233"
"6759","TWD","238","餐飲食品","午餐","20260206","常皮","","起司雞肉丼，柚香蘿蔔（好少，味噌湯","","","","704f707dbf59445083dba65e404937f1","1310"
"6764","TWD","195","運輸交通","高鐵","20260208","台新信用卡","","","","","","8daca69b66f14babba7d3b8e66275c3e","1259"
"6763","TWD","118","運輸交通","台鐵","20260208","台新信用卡","","","","","","2d9524da627b483e9afd32bc8a2a75b1","1259"
"6762","TWD","584","餐飲食品","晚餐","20260208","台新信用卡","","養鍋：健康低卡牛肉鍋加大，酸白菜鍋","","","","e7d8aa67ef52474a90c0a2447e8f57cb","2011"
"6761","TWD","200","餐飲食品","午餐","20260208","常皮","","阿文排骨飯大王：排骨飯，炒菠菜，油豆腐","","","","4f852bc586434d09b4fd9d0893ea31c7","1449"
"6760","TWD","30","餐飲食品","點心零嘴","20260208","常皮","","山東夏氏蕭記燒餅：蔥燒餅","","","","c2d14359cfdd4837bf4ddbe21008e4a5","1449"
"6770","TWD","5000","一般收入","其他","20260209","","常皮","新竹市普發5000元，現在才放到皮夾","","","","b4af28ecc9404858ab6708e1ca8ee9a4","1009"
"6768","TWD","426","投資收入","定存","20260209","","台新定存","","","","","dc4261777e8c4791b6dcec2f6a7a4d57","1408"
"6767","TWD","50000","理財投資","股票","20260209","玉山活存","","006208+VOO國泰定期定額40000，先轉預備金","","","","fd8fdc5bee5c4d81b84b18be9029afd7","1406"
"6766","TWD","25000","轉帳","一般轉帳","20260209","玉山活存","台新銀行","","","","","db3dccf16c0241d88434fbd5e42d3f84","1406"
"6765","TWD","225","餐飲食品","午餐","20260209","常皮","","南門壹食：皮蛋肉燥麵，薑絲鮮魚湯","","","","6e56daee5e404394bd90b402be5c1a0e","1301"
"6773","TWD","560","帳目整理","帳目整理","20260210","","常皮","","","","","382bf5a10a78490090d898de963c9092","1312"
"6772","TWD","1","一般收入","錯誤","20260210","","常皮","","","","","f7bd6913a1ef429b96eebcac611879b7","1305"
"6771","TWD","190","餐飲食品","午餐","20260210","常皮","","厚切豬排丼飯，加泡菜跟日式煎餃","","","","1028eb033da24f6681765c3a846a663c","1302"
"6776","TWD","270","餐飲食品","午餐","20260212","常皮","","黃悶雞米飯：黃悶牛加豆皮","","","","a72bf59e26bf41ccb7b389167af1a30c","1323"
"6775","TWD","620","帳目整理","帳目整理","20260212","","常皮","","","","","a8fc5723d229412cb9f5a26666bc8246","901"
"6783","TWD","75","餐飲食品","飲料","20260213","台新信用卡","","美顏膠原莓果飲，ab無糖優酪乳跟弟分","","","","2a1f4111a55e4e3b94fb8098408e65a0","2048"
"6782","TWD","410","人情交際","和弟吃飯","20260213","台新信用卡","","COMEME 康蜜 巨城門市提拉米蘇，半熟乳酪蛋塔x2，巨城限定口味","","","","e09f0aa6319c48deacb521ccc7cd7add","2043"
"6781","TWD","250","一般收入","收取還款","20260213","","常皮","","","","","17be0963897e468c8206b37dddf9c73a","2043"
"6780","TWD","100","餐飲食品","點心零嘴","20260213","常皮","","potato corner巨城店：BBQ口味，酸奶奶油卷卷薯跟弟分","","","","04316845d0f14e88a1c843014bbd4230","2038"
"6779","TWD","359","餐飲食品","晚餐","20260213","台新信用卡","","巨城胡椒廚房：1855美國板腱牛排","","","","97d093a8a11542c0b6d574d6d73cb63d","1915"
"6778","TWD","178","餐飲食品","午餐","20260213","常皮","","馬來老爹：咖哩海鮮炒粿條","","","","67541e0e5cb2497c9f60d2d8973b35bf","1223"
"6777","TWD","90000","一般收入","公司薪資","20260213","","玉山活存","年終一個月","","","","5090d3e0442e41f6af6f0368e6f0f220","1058"
"6784","TWD","170","餐飲食品","午餐","20260214","常皮","","蚵仔大腸麵線，幫弟一起買一份","","","","9683a40c7df6448281ed4a3c2e9d317d","1530"
"6794","TWD","17","運輸交通","台鐵","20260215","常皮","","台北到汐止，發現沒有刷到悠遊卡，所以現金補票","","","","e236d426eac248f6abe9df36fd5e2ce7","1559"
"6793","TWD","1000","費用","代墊","20260215","常皮","","借媽1000去買灌豬腳","","","","8d6ea824dea84f678cd8d166b085ccf3","1553"
"6791","TWD","54","餐飲食品","點心零嘴","20260215","台新信用卡","","光泉無加糖豆漿900cc，即期肉鬆飯糰","","","全聯","45219d9a7dbf405b8a88706d7252e729","1958"
"6790","TWD","160","運輸交通","高鐵","20260215","台新信用卡","","南港到新竹","","","","c77d8772b8e44c07845ce58bbb30dffc","1958"
"6789","TWD","225","餐飲食品","晚餐","20260215","常皮","","內湖社子排骨：排骨飯，白菜滷，蝦捲","","","","847a5a2d54ab4eacb6aa383e734c3b25","1955"
"6788","TWD","8","運輸交通","捷運","20260215","愛心卡","","","","","","0c06c9d7ff534f91bcb169766e8b4989","1935"
"6787","TWD","186","餐飲食品","午餐","20260215","台新信用卡","","兩粒飯糰，蒜香起司羅宋，兩瓶減糖舒跑，ucc黑咖啡","","","","6757df38d1a54cd8be94dc1ff0374c52","1016"
"6786","TWD","140","運輸交通","高鐵","20260215","台新信用卡","","新竹到臺北","","","","9077cbffcc7a4777ac9f25d8b00fe523","926"
"6785","TWD","96","餐飲食品","早餐","20260215","台新信用卡","","凱薩風味雞肉蔬菜捲，瑞穗酪蛋白鮮乳","","","","c196602b2d0d437e9d34b34b7832e3e6","831"
"6792","TWD","362","費用","代墊","20260216","台新信用卡","","全聯幫媽買優酪乳跟甜蔥，乾薑，蒜頭跟兩包茼蒿","","","","cb72d7d55ba94fbcaba9d59d18a89c60","1552"
"6796","TWD","1856","理財投資","保險","20260220","玉山信用卡","","南山1／2終生意外險加實支實付醫療險12期","5|20250820|20260420|null|2|1","","","77b3a54b6652467eac19070edcda38f9_20260220",""
"6795","TWD","1856","轉帳","一般轉帳","20260220","玉山活存","玉山信用卡","","6|20250820|20260420|null|2|1","","","96291ed6d53345cd8a254ce3a2b07f5f_20260220",""
"6797","TWD","1099","居家生活","網路費","20260221","台新銀行","","500G寬頻","7|20250121|20260421|null|2|1","","","abef87863d194a2e9ea3f1643b5f4b15_20260221",""
"6798","TWD","64","餐飲食品","飲料","20260222","台新信用卡","","低脂牛奶900cc打7折","","","","40d080c8c27240729c1007a3b819ae3b","1541"
"6804","TWD","70","費用","代墊","20260223","常皮","","診所隔壁麵包店兩個長起司麵包70元","","","","e0722a5d72fd409680c09dec442fca67","1743"
"6803","TWD","402","投資收入","定存","20260223","","玉山定存","","","","","be16785ba0a745d690212c4c4a39c6be","1341"
"6802","TWD","426","投資收入","定存","20260223","","台新定存","","","","","2ae1bd59ed2e489da0bbe68985c2f348","1339"
"6801","TWD","101","費用","錯誤","20260223","台新信用卡","","","","","","84f27606b9b34bf499b7d6e5dfbe0766","1338"
"6800","TWD","1690","帳目整理","帳目整理","20260223","","常皮","","","","","ff2212fb76cb45939f00c8a62743a7aa","1334"
"6799","TWD","180","餐飲食品","午餐","20260223","常皮","","波奇波奇：自選夏威夷飯（雞肉，糙米生菜各半，鳳梨，番茄，黃瓜，毛豆，甜椒，黎麥，紫高麗菜，南瓜子）","","","","14ac0945e0f04c4e98cae618d60ecf91","1240"
"6806","TWD","140","費用","代墊","20260224","常皮","","診所隔壁麵包店兩個吐司（原味/巧克力）140元","","","","ace009df239c40ca93750fd92b5f5a87","2048"
"6805","TWD","162","餐飲食品","早餐","20260224","常皮","","飯飯：金沙唐揚雞丼飯","","","","705454d409c341fa95fca34afa4bbc82","1305"
"6808","TWD","5","一般收入","錯誤","20260225","","常皮","","","","","faf7ce69cbfe4b9d9bf36a4f1f469437","1315"
"6807","TWD","150","餐飲食品","午餐","20260225","常皮","","大無敵烤肉飯：炸魚排飯，加30元燒肉","","","","7cc86d1f527543a6a8e9aa36d7f2da9a","1244"
"6809","TWD","243","餐飲食品","午餐","20260226","常皮","","吳家甜不辣：甜不辣大，綜合麵線大（診所外送）","","","","369b0f96bbfd48b9a0b52075f53f984d","1216"
"6816","TWD","36","餐飲食品","飲料","20260227","台新信用卡","","統一無糖黑豆漿，瑞穗低脂鮮奶290cc，兩個都是打七折","","","","8d586c10ccc84e6aaa7f9887429234d3","153"
"6815","TWD","500","餐飲食品","早餐午餐","20260227","常皮","","品項名稱 金額 (TWD) \n 帶骨香腸培根早午餐 (附義式黑咖啡-少冰、荷蘭小鬆餅、半熟蛋) 360  \n 鱸魚烤玉米佐巴薩米克醋沙拉 290跟朋友（愷允）分的 \n --- --- --- --- \n 總計 9   1，010，朋友只有跟我收500塊現金而已","","","","f03a297623a0490ba5b7be9c8675d146","152"
"6814","TWD","215","代墊","代墊","20260227","","常皮","","","","","2c37fad43004476f83cc9310be74d6ce","150"
"6813","TWD","775","餐飲食品","晚餐","20260227","台新信用卡","","圓山駅：品項名稱 數量 金額 (TWD) \n 博多起司球 (3顆) 1 50 \n 歐姆蛋 1 30 \n 高麗菜卷 1 75 \n (蒲) 鱈寶 1 70 \n (蒲) 野菜豆腐 (1片) 1 30 \n (蒲) 花枝條 (1根) 1 35 \n 鍋燒意麵 1 40 \n 清酒機代幣 1 100 \n 角螺 (豆皮) 1 25 \n 日本麻吉福袋 1 65 \n 筊白筍 1 15 \n (蒲) 磯邊揚天婦羅 (1塊) 1 25 \n --- --- --- \n 總計 (12件)   560，跟朋友的部分一起結算","","","","7ec528905e564dc1ab36813c9542a42d","147"
"6812","TWD","280","運輸交通","高鐵","20260227","台新信用卡","","","","","","12d9c04352d74c48a933632fa15ee9b3","147"
"6811","TWD","24","運輸交通","捷運","20260227","愛心卡","","中山到士林站，士林到圓山站，圓山站到台北","","","","6c85684d2c6a4b0a87daa105020675ff","146"
"6810","TWD","500","轉帳","一般轉帳","20260227","常皮","愛心卡","","","","","c734a9a67ca64c0b81fc3141b1792e29","146"
"6823","TWD","730","餐飲食品","晚餐","20260302","台新信用卡","","巨城壽司郎，跟弟一起吃飯","","","","fb5bd28892474d5ca114d5aec05a07cf","2026"
"6822","TWD","8410","轉帳","一般轉帳","20260302","台新銀行","台新信用卡","","","","","cfad9ac2aa5f4857b9be77e9ccac6a86","1647"
"6821","TWD","70000","轉帳","一般轉帳","20260302","玉山活存","玉山定存","","","","","b720307f37bc42d985f6354cf7c48dd8","1355"
"6820","TWD","541","投資收入","定存","20260302","","玉山定存","","","","","a5bb7789d9a04e1288d23b7e3a5e4c8e","1353"
"6819","TWD","101","一般收入","錯誤","20260302","","台新信用卡","","","","","80b23d3f6d7b4df8817e5a4662204d7b","1351"
"6818","TWD","485","帳目整理","帳目整理","20260302","","常皮","","","","","7df440fd7fdd4b5889c970c483eb7b43","1347"
"6817","TWD","190","餐飲食品","午餐","20260302","常皮","","波奇波奇：自選夏威夷飯（雞肉，糙米生菜各半，鳳梨，番茄，黃瓜，毛豆，甜椒，黎麥，紫高麗菜，海藻沙拉 \n ，南瓜子）","","","","918fa926c92f4846ab08ef7e571f9860","1322"
"6825","TWD","45","帳目整理","帳目整理","20260303","","常皮","","","","","dee80f74ead1461fb393e41aff75f476","1315"
"6824","TWD","240","餐飲食品","午餐","20260303","常皮","","科學園區小吃：咖哩鍋燒雞絲麵，台式泡菜","","","","ec8b5ca62d8e41d0b244fc7d2616f014","1314"
"6826","TWD","64","休閒娛樂","電玩","20260304","台新信用卡","","deviant art訂閱","","","","48bb5308b55c4459972170645453bb2f","2143"
"6828","TWD","73734","一般收入","公司薪資","20260305","","玉山活存","","","","","01a0f0d71bba4737b32824513989e0ac","1922"
"6827","TWD","414","餐飲食品","午餐","20260305","常皮","","黃悶雞米飯：黃悶豬加豆皮金針菇牛肉","","","","d2a4e748c6f5490bb556cd2200fd1aa5","1233"
"6830","TWD","449","餐飲食品","晚餐","20260306","台新信用卡","","雙醬王牛排：雙醬王莎朗，a套餐（酥皮濃湯，西瓜牛奶）","","","","08395096dbec4e7c9a8e002b4b75d195","1822"
"6829","TWD","249","餐飲食品","午餐","20260306","常皮","","來來越式料理：法國麵包，涼拌木瓜絲","","","","fae5c61121be434d905a0ed8dfb0d78b","1215"
"6834","TWD","369","居家生活","居家雜物","20260307","台新信用卡","","50*80公分背包香菇袋X2，多功能水壺袋","","","","0c8dca6558984637874d4529b7d77bb8","2335"
"6833","TWD","570","餐飲食品","晚餐","20260307","常皮","","跟媽弟一起吃附近的老家雞湯&養生雞湯：烤雞一份， \n 白飯 20 兩份40元 \n 百菇蛤蜊湯 (小) 400  \n 蒜香軟時佐法棍 (小) 250  \n 鳳梨蝦球 250  \n 炒時蔬 150  \n 雞油麵線40元 \n 除以三，已付現給媽","","","","6bfed1da798e413dbef2d77f7d4bda46","2142"
"6832","TWD","134","餐飲食品","飲料","20260307","常皮","","低脂牛奶900cc，紫亮采兩瓶，分弟一瓶，都打7折","","","","9ccc53e66b9c419cbfec4190e59a8ae3","2010"
"6831","TWD","11428","人情交際","孝養父母","20260307","玉山活存","","13000三月飯錢−1000代墊豬腳錢−362代墊全聯−（70+140）代墊診所隔壁麵包店吐司跟起司長麵包","","","","292fbf428cfd41c78705b555397e8d5c","1600"
"6835","TWD","1199","居家生活","居家雜物","20260308","台新信用卡","","【錸特光電】NITECORE NU25 MCT UL 輕量多色溫頭燈","","","","d02b894a6d074d1b84f029f428e53c83","1836"
"6838","TWD","770","餐飲食品","晚餐","20260309","台新信用卡","","巨城壽司郎，跟弟一起吃飯","","","","18d2634296a74680b6e6b3c260b4d164","2026"
"6837","TWD","398","費用","代墊","20260309","台新信用卡","","代墊巨城B1兩天份麵包（我吃蒜頭法棍跟乳酪法棍","","","","2171655b637043ca806c96263dc90ddb","2037"
"6836","TWD","140","餐飲食品","午餐","20260309","常皮","","川島家：豆乳雞柳便當","","","","3568a12deef04a9e84862f2af2b8510c","1344"
"6840","TWD","223","汽機車","油錢","20260310","台新信用卡","","","","","","229d83c38e3444688295cc4565a42db1","1743"
"6839","TWD","230","餐飲食品","午餐","20260310","常皮","","吳家鴨香飯：鴨香炒飯、菜脯蛋、炒空心菜","","","","178998a961244446bce8a81f22ed1a3b","1307"
"6841","TWD","450","服飾美容","剪髮理容","20260311","常皮","","剪加洗","","","東南理髮店","d0222904ee24477385600fc3edda54a0","2023"
"6844","TWD","1000","一般收入","其他","20260312","","常皮","開工紅包獎金，現在才算入帳戶","","","","a2ec92b91baa477c9db511cb882b02e9","2147"
"6843","TWD","22","一般收入","錯誤","20260312","","常皮","","","","","102d3fe85ac64df6a15d2e800a321c79","1231"
"6842","TWD","390","餐飲食品","午餐","20260312","常皮","","新竹鴨肉飯：鴨肉麵，炒鴨腸","","","","dcf7f710848847e9a4137a40310fcfbb","1229"
"6847","TWD","97","餐飲食品","食材","20260313","台新信用卡","","登山備用的綜合蔬菜汁，牛奶：晚餐吃打折開心果馬卡龍","","","","e62ccd8911e247e7a0c90b10d50d2722","2121"
"6846","TWD","50","人情交際","孝養父母","20260313","台新信用卡","","請媽媽跟弟弟吃原味洋芋片","","","","056be1e3209d4f97aad3a24306877794","2120"
"6845","TWD","324","餐飲食品","午餐","20260313","常皮","","來來越式料理：法國麵包，涼拌雞絲高麗菜","","","","dd547398353a4ffbb0bb974767cb3183","1635"
"6850","TWD","1178","休閒娛樂","旅行遊玩","20260314","台新信用卡","","觀霧山莊3/14-15背包客房尾款","","","","c5562beed3b6400682584a5fc941e9b3","2203"
"6848","TWD","105","餐飲食品","食材","20260314","台新信用卡","","黑松FIN健康補給飲料PET580[NT$ 25] x 2，煙燻雞胸肉","","","","b6dae77b999641ebb9453e299023a96c","658"
"6849","TWD","70","餐飲食品","水果","20260315","常皮","","清泉市集，蓮霧","","","","4975728a57b44de0afa2301bcf6f3f98","1735"
"6852","TWD","2","一般收入","錯誤","20260316","","常皮","","","","","b8d3e6959ddb4464b4d0ec9d6743fdcb","1531"
"6851","TWD","258","餐飲食品","午餐","20260316","常皮","","亞仙越南麵包-竹科店：黑胡椒牛肉麵包，越式煉乳咖啡","","","","38f4a7deda284954b1499154231dabf6","1529"
"6853","TWD","104","餐飲食品","午餐","20260317","常皮","","畚箕湖阿里山便當：炸排骨便當","","","","05ee7c3a6b2545a6aacf8119db210640","1303"
"6854","TWD","120","費用","代墊","20260318","常皮","","診所隔壁麵包店兩個半條吐司（原味）120元","","","","4f1e0bc649b14835970ed966e69b9b35","1857"
"6855","TWD","410","餐飲食品","午餐","20260319","常皮","","黃悶雞米飯：黃悶蝦加豆皮金針菇豬肉","","","","ca798356573c421881e212ab02298266","1229"
"6858","TWD","130","餐飲食品","午餐","20260320","常皮","","大無敵烤肉飯：烤雞菲力飯","","","","d2e5ba67d2a54bc19fe1d41d650cc0eb","1511"
"6857","TWD","1856","理財投資","保險","20260320","玉山信用卡","","南山1／2終生意外險加實支實付醫療險12期","5|20250820|20260420|null|2|1","","","77b3a54b6652467eac19070edcda38f9_20260320",""
"6856","TWD","1856","轉帳","一般轉帳","20260320","玉山活存","玉山信用卡","","6|20250820|20260420|null|2|1","","","96291ed6d53345cd8a254ce3a2b07f5f_20260320",""
